Exporter M.49,Exporter ISO3,Exporter,Exporter region,Importer M.49,Importer ISO3,Importer,Importer region,Resource,HS 1996,Year,Value (1000USD),Weight (1000kg),Quarantine code (value),Quarantine code (weight),"Export value, where quarantined","Import value, where quarantined","Export weight, where quarantined","Import weight, where quarantined",Embodied CO2 (1000kg),Embodied land (ha),Embodied blue water (m³)
422,LBN,Lebanon,Northern Africa and Western Asia,251,FRA,France,Europe,"Coffee, roasted, not decaffeinated",90121,2001,125.92413,26.989637,,,,,,,14.844301,21.944286,627.29333
422,LBN,Lebanon,Northern Africa and Western Asia,266,GAB,Gabon,Sub-Saharan Africa,Coffee husks & skins,90190,2001,3.409,0.881,,,,,,,0.48455,,
422,LBN,Lebanon,Northern Africa and Western Asia,266,GAB,Gabon,Sub-Saharan Africa,"Coffee, roasted, not decaffeinated",90121,2001,0.6481248,0.24037828,,,,,,,0.13220805,,
422,LBN,Lebanon,Northern Africa and Western Asia,268,GEO,Georgia,Northern Africa and Western Asia,"Coffee, not roasted, not decaffeinated",90111,2001,1143,651.6,,,,,,,643.62897,741.49994,2038.856
422,LBN,Lebanon,Northern Africa and Western Asia,270,GMB,Gambia,Sub-Saharan Africa,Coffee husks & skins,90190,2001,1.339,0.51,,,,,,,0.2805,,
422,LBN,Lebanon,Northern Africa and Western Asia,270,GMB,Gambia,Sub-Saharan Africa,"Coffee, roasted, not decaffeinated",90121,2001,11.046,2.51,,,,,,,1.3805001,2.87646,0.49697998
422,LBN,Lebanon,Northern Africa and Western Asia,276,DEU,Germany,Europe,Coffee husks & skins,90190,2001,192.37312,45.049755,,,,,,,24.777367,,
422,LBN,Lebanon,Northern Africa and Western Asia,276,DEU,Germany,Europe,"Coffee, roasted, not decaffeinated",90121,2001,1.2379575,0.4281935,,,,,,,0.23550643,0.00734046,0.103989854
422,LBN,Lebanon,Northern Africa and Western Asia,288,GHA,Ghana,Sub-Saharan Africa,Coffee husks & skins,90190,2001,1.842,0.505,,,,,,,0.27775002,,
422,LBN,Lebanon,Northern Africa and Western Asia,288,GHA,Ghana,Sub-Saharan Africa,"Coffee, not roasted, not decaffeinated",90111,2001,0.532,0.14,,,,,,,0.13828738,,
422,LBN,Lebanon,Northern Africa and Western Asia,300,GRC,Greece,Europe,Coffee husks & skins,90190,2001,11.334,2.076,,,,,,,1.1418,,
422,LBN,Lebanon,Northern Africa and Western Asia,300,GRC,Greece,Europe,"Coffee, roasted, not decaffeinated",90121,2001,21.039,6.21,,,,,,,3.4155002,1.3590001,17.748
422,LBN,Lebanon,Northern Africa and Western Asia,324,GIN,Guinea,Sub-Saharan Africa,Coffee husks & skins,90190,2001,10.991,3.465,,,,,,,1.90575,,
422,LBN,Lebanon,Northern Africa and Western Asia,324,GIN,Guinea,Sub-Saharan Africa,"Coffee, roasted, not decaffeinated",90121,2001,0.495,0.546,,,,,,,0.3003,,
422,LBN,Lebanon,Northern Africa and Western Asia,368,IRQ,Iraq,Northern Africa and Western Asia,Coffee husks & skins,90190,2001,75.617,38.164,,,,,,,20.990202,,
422,LBN,Lebanon,Northern Africa and Western Asia,368,IRQ,Iraq,Northern Africa and Western Asia,"Coffee, roasted, decaffeinated",90122,2001,4.476,3.24,,,,,,,1.7820001,4.4552493,10.140701
422,LBN,Lebanon,Northern Africa and Western Asia,381,ITA,Italy,Europe,"Coffee, not roasted, not decaffeinated",90111,2001,1.689145,0.599,,,,,,,0.5916724,0.039,1.857
422,LBN,Lebanon,Northern Africa and Western Asia,381,ITA,Italy,Europe,"Coffee, roasted, decaffeinated",90122,2001,1.63899,0.07,,,,,,,0.0385,,
422,LBN,Lebanon,Northern Africa and Western Asia,384,CIV,Cote d'Ivoire,Sub-Saharan Africa,Coffee husks & skins,90190,2001,46.879,10.982,,,,,,,6.0401,,
422,LBN,Lebanon,Northern Africa and Western Asia,384,CIV,Cote d'Ivoire,Sub-Saharan Africa,"Coffee, roasted, decaffeinated",90122,2001,2.365,4.202,,,,,,,2.3111002,1.077,0.832
422,LBN,Lebanon,Northern Africa and Western Asia,384,CIV,Cote d'Ivoire,Sub-Saharan Africa,"Coffee, roasted, not decaffeinated",90121,2001,1.617,1.556,,,,,,,0.85580003,0.399,0.308
422,LBN,Lebanon,Northern Africa and Western Asia,400,JOR,Jordan,Northern Africa and Western Asia,Coffee husks & skins,90190,2001,7.723,2.549,,,,,,,1.40195,,
422,LBN,Lebanon,Northern Africa and Western Asia,400,JOR,Jordan,Northern Africa and Western Asia,"Coffee, not roasted, decaffeinated",90112,2001,6.788,2.1,,,,,,,2.0743105,0.46447057,42.808372
422,LBN,Lebanon,Northern Africa and Western Asia,400,JOR,Jordan,Northern Africa and Western Asia,"Coffee, not roasted, not decaffeinated",90111,2001,96.92,77.695,,,,,,,76.74455,17.237,1583.813
422,LBN,Lebanon,Northern Africa and Western Asia,400,JOR,Jordan,Northern Africa and Western Asia,"Coffee, roasted, not decaffeinated",90121,2001,1.5941274,0.23055635,,,,,,,0.12680599,0.060602546,4.6997275
422,LBN,Lebanon,Northern Africa and Western Asia,414,KWT,Kuwait,Northern Africa and Western Asia,Coffee husks & skins,90190,2001,2.181,0.952,,,,,,,0.52360004,,
422,LBN,Lebanon,Northern Africa and Western Asia,414,KWT,Kuwait,Northern Africa and Western Asia,"Coffee, roasted, decaffeinated",90122,2001,3.094,2.21,,,,,,,1.2155,2.2544627,51.360523
422,LBN,Lebanon,Northern Africa and Western Asia,414,KWT,Kuwait,Northern Africa and Western Asia,"Coffee, roasted, not decaffeinated",90121,2001,15.562,2.7,,,,,,,1.485,2.7552662,62.748123
422,LBN,Lebanon,Northern Africa and Western Asia,430,LBR,Liberia,Sub-Saharan Africa,Coffee husks & skins,90190,2001,5.351,3.595,,,,,,,1.9772501,,
422,LBN,Lebanon,Northern Africa and Western Asia,470,MLT,Malta,Europe,Coffee husks & skins,90190,2001,0.759,0.135,,,,,,,0.074250005,,
422,LBN,Lebanon,Northern Africa and Western Asia,478,MRT,Mauritania,Sub-Saharan Africa,Coffee husks & skins,90190,2001,1.33,0.21,,,,,,,0.115499996,,
422,LBN,Lebanon,Northern Africa and Western Asia,478,MRT,Mauritania,Sub-Saharan Africa,"Coffee, not roasted, not decaffeinated",90111,2001,0.059,0.135,,,,,,,0.13334855,,
422,LBN,Lebanon,Northern Africa and Western Asia,478,MRT,Mauritania,Sub-Saharan Africa,"Coffee, roasted, not decaffeinated",90121,2001,0.608,0.135,,,,,,,0.074250005,,
422,LBN,Lebanon,Northern Africa and Western Asia,512,OMN,Oman,Northern Africa and Western Asia,Coffee husks & skins,90190,2001,4.509,2.404,,,,,,,1.3222001,,
422,LBN,Lebanon,Northern Africa and Western Asia,512,OMN,Oman,Northern Africa and Western Asia,"Coffee, not roasted, not decaffeinated",90111,2001,6.502,5.241,,,,,,,5.176887,3.5878391,16.404829
422,LBN,Lebanon,Northern Africa and Western Asia,528,NLD,Netherlands,Europe,Coffee husks & skins,90190,2001,1.439,1.59,,,,,,,0.87450004,,
422,LBN,Lebanon,Northern Africa and Western Asia,528,NLD,Netherlands,Europe,"Coffee, roasted, not decaffeinated",90121,2001,6.244507,6.0089865,,,,,,,3.3049426,5.2560344,1.6347666
422,LBN,Lebanon,Northern Africa and Western Asia,554,NZL,New Zealand,Australia and New Zealand,Coffee husks & skins,90190,2001,2.893,0.462,,,,,,,0.25410002,,
422,LBN,Lebanon,Northern Africa and Western Asia,554,NZL,New Zealand,Australia and New Zealand,"Coffee, roasted, not decaffeinated",90121,2001,3.195,0.623,,,,,,,0.34265003,0.674,0.16900001
422,LBN,Lebanon,Northern Africa and Western Asia,566,NGA,Nigeria,Sub-Saharan Africa,Coffee husks & skins,90190,2001,71.91,23.974,,,,,,,13.1857,,
422,LBN,Lebanon,Northern Africa and Western Asia,566,NGA,Nigeria,Sub-Saharan Africa,"Coffee, roasted, not decaffeinated",90121,2001,3.423,3.366,,,,,,,1.8513,1.157904,10.531839
422,LBN,Lebanon,Northern Africa and Western Asia,579,NOR,Norway,Europe,Coffee husks & skins,90190,2001,9.358,1.541,,,,,,,0.84755003,,
422,LBN,Lebanon,Northern Africa and Western Asia,579,NOR,Norway,Europe,"Coffee, roasted, not decaffeinated",90121,2001,8.271508,1.8662423,,,,,,,1.0264332,1.1397529,0.50797606
422,LBN,Lebanon,Northern Africa and Western Asia,591,PAN,Panama,Latin America and the Caribbean,Coffee husks & skins,90190,2001,5.0312424,1.4137412,,,,,,,0.7775577,,
422,LBN,Lebanon,Northern Africa and Western Asia,600,PRY,Paraguay,Latin America and the Caribbean,Coffee husks & skins,90190,2001,0.391,0.14,,,,,,,0.077,,
422,LBN,Lebanon,Northern Africa and Western Asia,634,QAT,Qatar,Northern Africa and Western Asia,Coffee husks & skins,90190,2001,125.726746,33.456432,,,,,,,18.40104,,
422,LBN,Lebanon,Northern Africa and Western Asia,634,QAT,Qatar,Northern Africa and Western Asia,"Coffee, not roasted, decaffeinated",90112,2001,0.729,0.54,,,,,,,0.5333942,0.31558442,12.54924
422,LBN,Lebanon,Northern Africa and Western Asia,634,QAT,Qatar,Northern Africa and Western Asia,"Coffee, not roasted, not decaffeinated",90111,2001,4.428,4.92,,,,,,,4.8598137,2.877059,114.34092
422,LBN,Lebanon,Northern Africa and Western Asia,634,QAT,Qatar,Northern Africa and Western Asia,"Coffee, roasted, decaffeinated",90122,2001,77.55,16.66,,,,,,,9.163,11.615001,387.178
422,LBN,Lebanon,Northern Africa and Western Asia,634,QAT,Qatar,Northern Africa and Western Asia,"Coffee, roasted, not decaffeinated",90121,2001,61.270668,18.685146,,,,,,,10.276831,13.026085,434.24316
422,LBN,Lebanon,Northern Africa and Western Asia,682,SAU,Saudi Arabia,Northern Africa and Western Asia,Coffee husks & skins,90190,2001,16.985,4.992,,,,,,,2.7456002,,
422,LBN,Lebanon,Northern Africa and Western Asia,682,SAU,Saudi Arabia,Northern Africa and Western Asia,"Coffee, roasted, decaffeinated",90122,2001,2.851,1.553,,,,,,,0.85415,0.7586943,0.30686644
422,LBN,Lebanon,Northern Africa and Western Asia,682,SAU,Saudi Arabia,Northern Africa and Western Asia,"Coffee, roasted, not decaffeinated",90121,2001,4.86,0.865,,,,,,,0.47575003,0.42042387,0.1711159
422,LBN,Lebanon,Northern Africa and Western Asia,686,SEN,Senegal,Sub-Saharan Africa,Coffee husks & skins,90190,2001,1.1486157,0.34212184,,,,,,,0.18816702,,
422,LBN,Lebanon,Northern Africa and Western Asia,686,SEN,Senegal,Sub-Saharan Africa,"Coffee, roasted, not decaffeinated",90121,2001,7.244607,1.9578786,,,,,,,1.0768332,1.3762233,0.5345103
422,LBN,Lebanon,Northern Africa and Western Asia,694,SLE,Sierra Leone,Sub-Saharan Africa,Coffee husks & skins,90190,2001,12.123,5.892,,,,,,,3.2406,,
422,LBN,Lebanon,Northern Africa and Western Asia,694,SLE,Sierra Leone,Sub-Saharan Africa,"Coffee, roasted, not decaffeinated",90121,2001,0.137,0.054,,,,,,,0.029700002,,
422,LBN,Lebanon,Northern Africa and Western Asia,710,ZAF,South Africa,Sub-Saharan Africa,"Coffee, roasted, not decaffeinated",90121,2001,0.01,0.026,,,,,,,0.014300001,0.007000001,0.005
422,LBN,Lebanon,Northern Africa and Western Asia,724,ESP,Spain,Europe,Coffee husks & skins,90190,2001,3.48,0.924,,,,,,,0.50820005,,
422,LBN,Lebanon,Northern Africa and Western Asia,736,SDN,Former Sudan,,Coffee husks & skins,90190,2001,0.033,0.005,,,,,,,0.00275,,
422,LBN,Lebanon,Northern Africa and Western Asia,752,SWE,Sweden,Europe,Coffee husks & skins,90190,2001,99.42,34.462,,,,,,,18.954102,,
422,LBN,Lebanon,Northern Africa and Western Asia,752,SWE,Sweden,Europe,"Coffee, not roasted, decaffeinated",90112,2001,0.485,0.215,,,,,,,0.2123699,0.133,0.058
422,LBN,Lebanon,Northern Africa and Western Asia,752,SWE,Sweden,Europe,"Coffee, not roasted, not decaffeinated",90111,2001,13.102,20,,,,,,,19.75534,12.49,5.4400005
422,LBN,Lebanon,Northern Africa and Western Asia,752,SWE,Sweden,Europe,"Coffee, roasted, not decaffeinated",90121,2001,59.041058,26.906021,,,,,,,14.798312,20.017218,7.3181767
422,LBN,Lebanon,Northern Africa and Western Asia,757,CHE,Switzerland,Europe,Coffee husks & skins,90190,2001,3.787,0.768,,,,,,,0.42240003,,
422,LBN,Lebanon,Northern Africa and Western Asia,757,CHE,Switzerland,Europe,"Coffee, roasted, not decaffeinated",90121,2001,3.0128884,0.7499466,,,,,,,0.41247064,0.2107896,
422,LBN,Lebanon,Northern Africa and Western Asia,760,SYR,Syria,Northern Africa and Western Asia,Coffee husks & skins,90190,2001,49.595,16.374,,,,,,,9.0057,,
422,LBN,Lebanon,Northern Africa and Western Asia,768,TGO,Togo,Sub-Saharan Africa,Coffee husks & skins,90190,2001,6.818,0.99,,,,,,,0.5445,,
422,LBN,Lebanon,Northern Africa and Western Asia,784,ARE,United Arab Emirates,Northern Africa and Western Asia,Coffee husks & skins,90190,2001,262.905,48.903,,,,,,,26.89665,,
422,LBN,Lebanon,Northern Africa and Western Asia,784,ARE,United Arab Emirates,Northern Africa and Western Asia,"Coffee, roasted, not decaffeinated",90121,2001,10.073,1.577,,,,,,,0.86735004,0.6935973,
422,LBN,Lebanon,Northern Africa and Western Asia,792,TUR,Turkey,Northern Africa and Western Asia,"Coffee, roasted, not decaffeinated",90121,2001,18.255096,1.4636848,,,,,,,0.80502665,1.2788427,4.5816803
422,LBN,Lebanon,Northern Africa and Western Asia,804,UKR,Ukraine,Europe,"Coffee, not roasted, not decaffeinated",90111,2001,8.157,4.86,,,,,,,4.8005476,6.821945,15.21205
422,LBN,Lebanon,Northern Africa and Western Asia,818,EGY,Egypt,Northern Africa and Western Asia,Coffee husks & skins,90190,2001,5.484,1.053,,,,,,,0.57915,,
422,LBN,Lebanon,Northern Africa and Western Asia,818,EGY,Egypt,Northern Africa and Western Asia,"Coffee, roasted, not decaffeinated",90121,2001,1.833,0.62,,,,,,,0.34100002,0.20398703,
422,LBN,Lebanon,Northern Africa and Western Asia,826,GBR,United Kingdom,Europe,Coffee husks & skins,90190,2001,65.772,14.529,,,,,,,7.99095,,
422,LBN,Lebanon,Northern Africa and Western Asia,826,GBR,United Kingdom,Europe,"Coffee, not roasted, not decaffeinated",90111,2001,40.156,15.24,,,,,,,15.053569,8.488,4.145
422,LBN,Lebanon,Northern Africa and Western Asia,826,GBR,United Kingdom,Europe,"Coffee, roasted, not decaffeinated",90121,2001,0.76,0.224,,,,,,,0.12320001,0.14731532,0.06054054
422,LBN,Lebanon,Northern Africa and Western Asia,834,TZA,Tanzania,Sub-Saharan Africa,Coffee husks & skins,90190,2001,0.759,0.158,,,,,,,0.0869,,
422,LBN,Lebanon,Northern Africa and Western Asia,842,USA,United States,Northern America,Coffee husks & skins,90190,2001,550.781,95.676,,,,,,,52.621803,,
422,LBN,Lebanon,Northern Africa and Western Asia,842,USA,United States,Northern America,"Coffee, not roasted, not decaffeinated",90111,2001,32.798,23.39,,,,,,,23.103868,6.8441043,549.3609
422,LBN,Lebanon,Northern Africa and Western Asia,842,USA,United States,Northern America,"Coffee, roasted, not decaffeinated",90121,2001,394.19846,93.70621,,,,,,,51.538414,32.663162,2200.8772
422,LBN,Lebanon,Northern Africa and Western Asia,854,BFA,Burkina Faso,Sub-Saharan Africa,Coffee husks & skins,90190,2001,3.481,0.732,,,,,,,0.4026,,
422,LBN,Lebanon,Northern Africa and Western Asia,854,BFA,Burkina Faso,Sub-Saharan Africa,"Coffee, roasted, not decaffeinated",90121,2001,1.842,2.217,,,,,,,1.21935,1.0169724,0.43729818
422,LBN,Lebanon,Northern Africa and Western Asia,862,VEN,Venezuela,Latin America and the Caribbean,Coffee husks & skins,90190,2001,21.144241,5.0838723,,,,,,,2.79613,,
422,LBN,Lebanon,Northern Africa and Western Asia,862,VEN,Venezuela,Latin America and the Caribbean,"Coffee, roasted, not decaffeinated",90121,2001,1.5143862,0.33376035,,,,,,,0.1835682,0.02067542,0.06596444
422,LBN,Lebanon,Northern Africa and Western Asia,887,YEM,Yemen,Northern Africa and Western Asia,Coffee husks & skins,90190,2001,2.421,0.52,,,,,,,0.28599998,,
422,LBN,Lebanon,Northern Africa and Western Asia,894,ZMB,Zambia,Sub-Saharan Africa,Coffee husks & skins,90190,2001,0.814,0.17,,,,,,,0.0935,,
422,LBN,Lebanon,Northern Africa and Western Asia,899,,"Areas, nes",,Coffee husks & skins,90190,2001,0.621,0.284,,,,,,,0.1562,,
422,LBN,Lebanon,Northern Africa and Western Asia,899,,"Areas, nes",,"Coffee, not roasted, not decaffeinated",90111,2001,1.072,0.4,,,,,,,0.3951068,,
422,LBN,Lebanon,Northern Africa and Western Asia,899,,"Areas, nes",,"Coffee, roasted, not decaffeinated",90121,2001,0.43,0.115,,,,,,,0.063250005,,
422,LBN,Lebanon,Northern Africa and Western Asia,12,DZA,Algeria,Northern Africa and Western Asia,Coffee husks & skins,90190,2002,0.197,0.12,,,,,,,0.066,,
422,LBN,Lebanon,Northern Africa and Western Asia,24,AGO,Angola,Sub-Saharan Africa,Coffee husks & skins,90190,2002,1.109,0.312,,,,,,,0.17160001,,
422,LBN,Lebanon,Northern Africa and Western Asia,36,AUS,Australia,Australia and New Zealand,Coffee husks & skins,90190,2002,11.914348,4.034498,,,,,,,2.218974,,
422,LBN,Lebanon,Northern Africa and Western Asia,36,AUS,Australia,Australia and New Zealand,"Coffee, not roasted, not decaffeinated",90111,2002,0.722,0.36,,,,,,,0.35559613,0.21000001,0.098000005
422,LBN,Lebanon,Northern Africa and Western Asia,36,AUS,Australia,Australia and New Zealand,"Coffee, roasted, not decaffeinated",90121,2002,16.38,4.859,,,,,,,2.67245,3.3830001,1.322
422,LBN,Lebanon,Northern Africa and Western Asia,40,AUT,Austria,Europe,"Coffee, roasted, not decaffeinated",90121,2002,8.342957,1.9041933,,,,,,,1.0473063,1.8052284,5.9596477
422,LBN,Lebanon,Northern Africa and Western Asia,48,BHR,Bahrain,Northern Africa and Western Asia,Coffee husks & skins,90190,2002,21.758577,2.3595924,,,,,,,1.2977759,,
422,LBN,Lebanon,Northern Africa and Western Asia,48,BHR,Bahrain,Northern Africa and Western Asia,"Coffee, roasted, decaffeinated",90122,2002,2.168,0.58,,,,,,,0.319,0.486,1.8149999
422,LBN,Lebanon,Northern Africa and Western Asia,48,BHR,Bahrain,Northern Africa and Western Asia,"Coffee, roasted, not decaffeinated",90121,2002,6.631814,1.1604655,,,,,,,0.638256,0.97495645,3.6324527
422,LBN,Lebanon,Northern Africa and Western Asia,51,ARM,Armenia,Northern Africa and Western Asia,"Coffee, not roasted, not decaffeinated",90111,2002,43.2,72,,,,,,,71.119225,51.481,225.36002
422,LBN,Lebanon,Northern Africa and Western Asia,56,BEL,Belgium,Europe,Coffee husks & skins,90190,2002,6.307,1.359,,,,,,,0.74745,,
422,LBN,Lebanon,Northern Africa and Western Asia,56,BEL,Belgium,Europe,"Coffee, roasted, not decaffeinated",90121,2002,5.676,1.767,,,,,,,0.97185,,0.429
422,LBN,Lebanon,Northern Africa and Western Asia,76,BRA,Brazil,Latin America and the Caribbean,Coffee husks & skins,90190,2002,1.187,0.1,,,,,,,0.055000003,,
422,LBN,Lebanon,Northern Africa and Western Asia,76,BRA,Brazil,Latin America and the Caribbean,"Coffee, roasted, not decaffeinated",90121,2002,0.47636083,0.07361443,,,,,,,0.040487938,0.016195176,0.00515301
422,LBN,Lebanon,Northern Africa and Western Asia,100,BGR,Bulgaria,Europe,Coffee husks & skins,90190,2002,1.081,0.145,,,,,,,0.07975,,
422,LBN,Lebanon,Northern Africa and Western Asia,100,BGR,Bulgaria,Europe,"Coffee, not roasted, not decaffeinated",90111,2002,11.613,16.192,,,,,,,15.993922,10.42,50.681
422,LBN,Lebanon,Northern Africa and Western Asia,100,BGR,Bulgaria,Europe,"Coffee, roasted, not decaffeinated",90121,2002,0.588,0.15,,,,,,,0.0825,0.114,0.47000003
422,LBN,Lebanon,Northern Africa and Western Asia,112,BLR,Belarus,Europe,"Coffee, not roasted, not decaffeinated",90111,2002,7.745,6.5,,,,,,,6.4204855,5.2473574,20.345001
422,LBN,Lebanon,Northern Africa and Western Asia,120,CMR,Cameroon,Sub-Saharan Africa,Coffee husks & skins,90190,2002,0.256,0.08,,,,,,,0.044,,
422,LBN,Lebanon,Northern Africa and Western Asia,120,CMR,Cameroon,Sub-Saharan Africa,"Coffee, roasted, not decaffeinated",90121,2002,0.224,0.238,,,,,,,0.13090001,,
422,LBN,Lebanon,Northern Africa and Western Asia,124,CAN,Canada,Northern America,Coffee husks & skins,90190,2002,234.025,49.963,,,,,,,27.47965,,
422,LBN,Lebanon,Northern Africa and Western Asia,124,CAN,Canada,Northern America,"Coffee, not roasted, not decaffeinated",90111,2002,5.016,2.042,,,,,,,2.0170202,0.96400005,47.460003
422,LBN,Lebanon,Northern Africa and Western Asia,124,CAN,Canada,Northern America,"Coffee, roasted, decaffeinated",90122,2002,1.718,0.306,,,,,,,0.1683,0.17081194,7.111988
422,LBN,Lebanon,Northern Africa and Western Asia,124,CAN,Canada,Northern America,"Coffee, roasted, not decaffeinated",90121,2002,152.02028,34.748405,,,,,,,19.111624,19.548677,807.62286
422,LBN,Lebanon,Northern Africa and Western Asia,140,CAF,Central African Republic,Sub-Saharan Africa,Coffee husks & skins,90190,2002,25.321,11.148,,,,,,,6.1314,,
422,LBN,Lebanon,Northern Africa and Western Asia,152,CHL,Chile,Latin America and the Caribbean,"Coffee, roasted, not decaffeinated",90121,2002,1.5788137,0.35048887,,,,,,,0.19276889,0.15359621,1.0276799
422,LBN,Lebanon,Northern Africa and Western Asia,178,COG,"Congo, Republic",Sub-Saharan Africa,Coffee husks & skins,90190,2002,12.382,3.448,,,,,,,1.8964,,
422,LBN,Lebanon,Northern Africa and Western Asia,178,COG,"Congo, Republic",Sub-Saharan Africa,"Coffee, roasted, not decaffeinated",90121,2002,0.805,0.19,,,,,,,0.1045,,
422,LBN,Lebanon,Northern Africa and Western Asia,191,HRV,Croatia,Europe,"Coffee, not roasted, not decaffeinated",90111,2002,282.074,229.797,,,,,,,226.98589,38.262997,719.265
422,LBN,Lebanon,Northern Africa and Western Asia,196,CYP,Cyprus,Northern Africa and Western Asia,Coffee husks & skins,90190,2002,1.319,0.247,,,,,,,0.13585,,
422,LBN,Lebanon,Northern Africa and Western Asia,196,CYP,Cyprus,Northern Africa and Western Asia,"Coffee, roasted, decaffeinated",90122,2002,0.378,0.076,,,,,,,0.0418,0.036,0.006
422,LBN,Lebanon,Northern Africa and Western Asia,196,CYP,Cyprus,Northern Africa and Western Asia,"Coffee, roasted, not decaffeinated",90121,2002,0.542,0.105,,,,,,,0.057749998,0.049,0.008
422,LBN,Lebanon,Northern Africa and Western Asia,203,CZE,Czech Republic,Europe,Coffee husks & skins,90190,2002,1.428,0.31,,,,,,,0.17050001,,
422,LBN,Lebanon,Northern Africa and Western Asia,203,CZE,Czech Republic,Europe,"Coffee, roasted, not decaffeinated",90121,2002,0.645,0.15,,,,,,,0.0825,0.091000006,0.47000003
422,LBN,Lebanon,Northern Africa and Western Asia,204,BEN,Benin,Sub-Saharan Africa,Coffee husks & skins,90190,2002,22.812578,4.0958614,,,,,,,2.252724,,
422,LBN,Lebanon,Northern Africa and Western Asia,208,DNK,Denmark,Europe,Coffee husks & skins,90190,2002,66.214,16.989,,,,,,,9.34395,,
422,LBN,Lebanon,Northern Africa and Western Asia,208,DNK,Denmark,Europe,"Coffee, not roasted, decaffeinated",90112,2002,7.595,1.75,,,,,,,1.7285922,0.11573334,0.12973334
422,LBN,Lebanon,Northern Africa and Western Asia,208,DNK,Denmark,Europe,"Coffee, not roasted, not decaffeinated",90111,2002,2.479,2.207,,,,,,,2.1800017,0.14799999,0.163
422,LBN,Lebanon,Northern Africa and Western Asia,208,DNK,Denmark,Europe,"Coffee, roasted, decaffeinated",90122,2002,0.108,0.05,,,,,,,0.027500002,0.004,0.004
422,LBN,Lebanon,Northern Africa and Western Asia,208,DNK,Denmark,Europe,"Coffee, roasted, not decaffeinated",90121,2002,4.213,2.473,,,,,,,1.3601501,0.196,0.183
422,LBN,Lebanon,Northern Africa and Western Asia,214,DOM,Dominican Republic,Latin America and the Caribbean,Coffee husks & skins,90190,2002,0.408,0.065,,,,,,,0.035749998,,
422,LBN,Lebanon,Northern Africa and Western Asia,251,FRA,France,Europe,Coffee husks & skins,90190,2002,79.566,21.152,,,,,,,11.6336,,
422,LBN,Lebanon,Northern Africa and Western Asia,251,FRA,France,Europe,"Coffee, roasted, not decaffeinated",90121,2002,49.847366,13.604775,,,,,,,7.4826264,13.556611,316.14767
422,LBN,Lebanon,Northern Africa and Western Asia,266,GAB,Gabon,Sub-Saharan Africa,Coffee husks & skins,90190,2002,4.575,0.946,,,,,,,0.5203,,
422,LBN,Lebanon,Northern Africa and Western Asia,268,GEO,Georgia,Northern Africa and Western Asia,"Coffee, not roasted, not decaffeinated",90111,2002,58.948,90,,,,,,,88.899025,60.098,281.7
422,LBN,Lebanon,Northern Africa and Western Asia,270,GMB,Gambia,Sub-Saharan Africa,Coffee husks & skins,90190,2002,5.413,1.822,,,,,,,1.0021,,
422,LBN,Lebanon,Northern Africa and Western Asia,270,GMB,Gambia,Sub-Saharan Africa,"Coffee, not roasted, decaffeinated",90112,2002,0.384427,0.546,,,,,,,0.53932077,0.343,1.708
422,LBN,Lebanon,Northern Africa and Western Asia,276,DEU,Germany,Europe,Coffee husks & skins,90190,2002,222.464,58.496,,,,,,,32.1728,,
422,LBN,Lebanon,Northern Africa and Western Asia,276,DEU,Germany,Europe,"Coffee, not roasted, decaffeinated",90112,2002,1.29,0.63,,,,,,,0.6222932,0.001877794,12.821579
422,LBN,Lebanon,Northern Africa and Western Asia,276,DEU,Germany,Europe,"Coffee, not roasted, not decaffeinated",90111,2002,0.075,0.03,,,,,,,0.029633008,,
422,LBN,Lebanon,Northern Africa and Western Asia,276,DEU,Germany,Europe,"Coffee, roasted, not decaffeinated",90121,2002,21.329035,5.811523,,,,,,,3.1963377,0.020274341,118.27568
422,LBN,Lebanon,Northern Africa and Western Asia,288,GHA,Ghana,Sub-Saharan Africa,Coffee husks & skins,90190,2002,9.534,3.17,,,,,,,1.7435001,,
422,LBN,Lebanon,Northern Africa and Western Asia,288,GHA,Ghana,Sub-Saharan Africa,"Coffee, not roasted, not decaffeinated",90111,2002,3.353,0.68,,,,,,,0.6716816,,
422,LBN,Lebanon,Northern Africa and Western Asia,300,GRC,Greece,Europe,Coffee husks & skins,90190,2002,14.806,2.108,,,,,,,1.1594001,,
422,LBN,Lebanon,Northern Africa and Western Asia,300,GRC,Greece,Europe,"Coffee, roasted, not decaffeinated",90121,2002,12.645,2.84,,,,,,,1.562,1.4439999,8.889
422,LBN,Lebanon,Northern Africa and Western Asia,324,GIN,Guinea,Sub-Saharan Africa,Coffee husks & skins,90190,2002,3.6555848,1.6053195,,,,,,,0.88292575,,
422,LBN,Lebanon,Northern Africa and Western Asia,324,GIN,Guinea,Sub-Saharan Africa,"Coffee, roasted, not decaffeinated",90121,2002,0.068,0.051,,,,,,,0.02805,,
422,LBN,Lebanon,Northern Africa and Western Asia,348,HUN,Hungary,Europe,Coffee husks & skins,90190,2002,0.186,0.06,,,,,,,0.033,,
422,LBN,Lebanon,Northern Africa and Western Asia,368,IRQ,Iraq,Northern Africa and Western Asia,Coffee husks & skins,90190,2002,52.47,28.446,,,,,,,15.6453,,
422,LBN,Lebanon,Northern Africa and Western Asia,368,IRQ,Iraq,Northern Africa and Western Asia,"Coffee, not roasted, not decaffeinated",90111,2002,2.321,0.9,,,,,,,0.8889903,0.886437,2.8172228
